/files/hits/amul-hits-1552.jpg^Women empowerment – Dec’12^/files/hits/amul-hits-1552.jpg^Please remember it’s Mother India!^Please remember it’s Mother India!^[u'Women empowerment \u2013 Dec\u201912']
/files/hits/amul-hits-1494.jpg^Latest irrigation scam - Sept'12^/files/hits/amul-hits-1494.jpg^Paani paisa mein doob gaya?^Paani paisa mein doob gaya?^[u"Latest irrigation scam - Sept'12"]
/files/hits/amul-hits-1493.jpg^Lewis Hamilton, the F1 star enthralled motorsport fans in Mumbai- Sept'12^/files/hits/amul-hits-1493.jpg^Lewis, Amulton?^Lewis, Amulton?^[u"Lewis Hamilton, the F1 star enthralled motorsport fans in Mumbai- Sept'12"]
/files/hits/amul-hits-1492.jpg^Diesel price hike - Sept'12^/files/hits/amul-hits-1492.jpg^Bring down dieselling price!^Bring down dieselling price!^[u"Diesel price hike - Sept'12"]
/files/hits/amul-hits-1490.jpg^Latest Bollywood release 'Barfi' - Sept'12^/files/hits/amul-hits-1490.jpg^Speak less  eat more!^Speak less  eat more!^[u"Latest Bollywood release 'Barfi' - Sept'12"]
/files/hits/amul-hits-1489.jpg^Cartoonist arrested on sedition charges released on bail  - Sept'12^/files/hits/amul-hits-1489.jpg^Maskatoons?^Maskatoons?^[u"Cartoonist arrested on sedition charges released on bail  - Sept'12"]
/files/hits/amul-hits-1488.jpg^Andy Murray wins the US open - Sept'12^/files/hits/amul-hits-1488.jpg^Karey yaan Murray!.^Karey yaan Murray!.^[u"Andy Murray wins the US open - Sept'12"]
/files/hits/amul-hits-1487.jpg^Tribute to  Dr.V. Kurien, Father of the White Revolution  - Sept'12^/files/hits/amul-hits-1487.jpg^THANK YOU FOR GIVING US HAUSLA, PRAGATI & ANAND^THANK YOU FOR GIVING US HAUSLA, PRAGATI & ANAND^[u"Tribute to  Dr.V. Kurien, Father of the White Revolution  - Sept'12"]
/files/hits/amul-hits-1486.jpg^Mumbai Monorail  project accident at Andheri -Sept'12^/files/hits/amul-hits-1486.jpg^Monofail?^Monofail?^[u"Mumbai Monorail  project accident at Andheri -Sept'12"]
/files/hits/amul-hits-1485.jpg^Prince Harry's antics in Las Vegas. - Sept'12^/files/hits/amul-hits-1485.jpg^Prince Harried!^Prince Harried!^[u"Prince Harry's antics in Las Vegas. - Sept'12"]
/files/hits/amul-hits-1484.jpg^Dismal performance by Sachin Tendulkar in the ongoing Test Series.- Sept'12^/files/hits/amul-hits-1484.jpg^Move your feet to eat!^Move your feet to eat!^[u"Dismal performance by Sachin Tendulkar in the ongoing Test Series.- Sept'12"]
/files/hits/amul-hits-1483.jpg^Hollywood star Clint Eastwood  speaks to invisible US President Barack Obama at a Republican Convention.- Sept'12^/files/hits/amul-hits-1483.jpg^Clint Feastfoods with Obamul!^Clint Feastfoods with Obamul!^[u"Hollywood star Clint Eastwood  speaks to invisible US President Barack Obama at a Republican Convention.- Sept'12"]
/files/hits/amul-hits-1482.jpg^Ruling Party leader's comments against the Opposition party.- Aug'12^/files/hits/amul-hits-1482.jpg^Blackmail chhodo!  Yellow maal khao!^Blackmail chhodo!  Yellow maal khao!^[u"Ruling Party leader's comments against the Opposition party.- Aug'12"]
/files/hits/amul-hits-1480.jpg^Unmukt Chand takes India to glory at the ICC Under 19 Cricket World Cup - Aug'12^/files/hits/amul-hits-1480.jpg^Chand taare tod laaye!^Chand taare tod laaye!^[u"Unmukt Chand takes India to glory at the ICC Under 19 Cricket World Cup - Aug'12"]
/files/hits/amul-hits-1479.jpg^Tribute to veteran actor AK Hangal - Aug'12^/files/hits/amul-hits-1479.jpg^Freedom fighter.Rahim Chacha.Masterji.Shambhu Kaka^Freedom fighter.Rahim Chacha.Masterji.Shambhu Kaka^[u"Tribute to veteran actor AK Hangal - Aug'12"]
/files/hits/amul-hits-1478.jpg^Tribute to Neil Armstrong - First man to land on the moon - Aug'12^/files/hits/amul-hits-1478.jpg^SEE YOU ON THE BRIGHT SIDE OF THE MOON!^SEE YOU ON THE BRIGHT SIDE OF THE MOON!^[u"Tribute to Neil Armstrong - First man to land on the moon - Aug'12"]
/files/hits/amul-hits-1477.jpg^Cap on SMS, FB and Twitter - Aug'12^/files/hits/amul-hits-1477.jpg^Smooth Maska-ing Service allowed!^Smooth Maska-ing Service allowed!^[u"Cap on SMS, FB and Twitter - Aug'12"]
/files/hits/amul-hits-1476.jpg^Latest  'Coalgate' scam - Aug'12^/files/hits/amul-hits-1476.jpg^Coalmaal !^Coalmaal !^[u"Latest  'Coalgate' scam - Aug'12"]
/files/hits/amul-hits-1475.jpg^VVS Laxman announces his retirement from International Cricket- Aug'12^/files/hits/amul-hits-1475.jpg^VVS draws his own Laxmanrekha!^VVS draws his own Laxmanrekha!^[u"VVS Laxman announces his retirement from International Cricket- Aug'12"]
/files/hits/amul-hits-1474.jpg^Latest Bollywood release 'Ek Tha Tiger'  - Aug'12^/files/hits/amul-hits-1474.jpg^Bake, kha ,Tiger!^Bake, kha ,Tiger!^[u"Latest Bollywood release 'Ek Tha Tiger'  - Aug'12"]
/files/hits/amul-hits-1473.jpg^England batsman sends 'provocative' text messages to members of the South African team - Aug'12^/files/hits/amul-hits-1473.jpg^Kevin Tweeterson!^Kevin Tweeterson!^[u"England batsman sends 'provocative' text messages to members of the South African team - Aug'12"]
/files/hits/amul-hits-1472.jpg^Pakistani cricket umpire vehemently denies his relationship with Mumbai - based model - Aug'12^/files/hits/amul-hits-1472.jpg^A-Sad decision?^A-Sad decision?^[u"Pakistani cricket umpire vehemently denies his relationship with Mumbai - based model - Aug'12"]
/files/hits/amul-hits-1471.jpg^Sushil Kumar wins a silver for wrestling in the London Olympics - Aug'12^/files/hits/amul-hits-1471.jpg^Kusti se Khusti tak!^Kusti se Khusti tak!^[u"Sushil Kumar wins a silver for wrestling in the London Olympics - Aug'12"]
/files/hits/amul-hits-1470.jpg^Saina Nehwal wins a bronze in the Badminton singles in the London Olympics -  Aug'12^/files/hits/amul-hits-1470.jpg^Breadminton Champ!^Breadminton Champ!^[u"Saina Nehwal wins a bronze in the Badminton singles in the London Olympics -  Aug'12"]
/files/hits/amul-hits-1469.jpg^Shooter Vijay Kumar winning a Silver Medal at the London Olympics - Aug.12^/files/hits/amul-hits-1469.jpg^VIJAY HO!^VIJAY HO!^[u'Shooter Vijay Kumar winning a Silver Medal at the London Olympics - Aug.12']
/files/hits/amul-hits-1468.jpg^Mary Kom wins a bronze for boxing at the Olympics - Aug'12^/files/hits/amul-hits-1468.jpg^Hum kisise kom nahin^Hum kisise kom nahin^[u"Mary Kom wins a bronze for boxing at the Olympics - Aug'12"]
/files/hits/amul-hits-1467.jpg^U.S. Space agency's nuclear powered rover 'Curiosity' touched down on Mars - Aug'12^/files/hits/amul-hits-1467.jpg^The Bread Planet!^The Bread Planet!^[u"U.S. Space agency's nuclear powered rover 'Curiosity' touched down on Mars - Aug'12"]
/files/hits/amul-hits-1466.jpg^Usain Bolt fastest runner creates new Olympic record- Aug'12^/files/hits/amul-hits-1466.jpg^Sabki Bolti bandh!^Sabki Bolti bandh!^[u"Usain Bolt fastest runner creates new Olympic record- Aug'12"]
/files/hits/amul-hits-1465.jpg^Major power failure in North and North -East India - Aug'12^/files/hits/amul-hits-1465.jpg^Batti off, butter on!^Batti off, butter on!^[u"Major power failure in North and North -East India - Aug'12"]
/files/hits/amul-hits-1464.jpg^Mystery surrounds the  woman in red who joined the march past of the Indian contingent at the Olympics - Aug'12^/files/hits/amul-hits-1464.jpg^LAL KUDDI MAIDAN KHADDI^LAL KUDDI MAIDAN KHADDI^[u"Mystery surrounds the  woman in red who joined the march past of the Indian contingent at the Olympics - Aug'12"]
/files/hits/amul-hits-1463.jpg^Indian shooter Gagan Narang wins a bronze at the Olympics - July'12^/files/hits/amul-hits-1463.jpg^Door Gagan ke wow mein!^Door Gagan ke wow mein!^[u"Indian shooter Gagan Narang wins a bronze at the Olympics - July'12"]
/files/hits/amul-hits-1462.jpg^Pranab Mukherjee, 13th President of India - July'12^/files/hits/amul-hits-1462.jpg^AADARNIYA RASHTRAPATI, SARDAR PRANAB!^AADARNIYA RASHTRAPATI, SARDAR PRANAB!^[u"Pranab Mukherjee, 13th President of India - July'12"]
/files/hits/amul-hits-1461.jpg^Olympics '12 -July'12^/files/hits/amul-hits-1461.jpg^ON YOUR MASKA! GET SET ! GOLD!^ON YOUR MASKA! GET SET ! GOLD!^[u"Olympics '12 -July'12"]
/files/hits/amul-hits-1460.jpg^Latest Hollywood release 'The Dark Knight Rises'- July'12^/files/hits/amul-hits-1460.jpg^BAT GOT BUTTER, CAT GOT CREAM!^BAT GOT BUTTER, CAT GOT CREAM!^[u"Latest Hollywood release 'The Dark Knight Rises'- July'12"]
/files/hits/amul-hits-1459.jpg^Gutkha, Paan masala ban comes into effect in Maharashtra - July'12^/files/hits/amul-hits-1459.jpg^Paan maska la! Not Masala!^Paan maska la! Not Masala!^[u"Gutkha, Paan masala ban comes into effect in Maharashtra - July'12"]
/files/hits/amul-hits-1458.jpg^Tribute to Superstar Rajesh Khanna - July'12^/files/hits/amul-hits-1458.jpg^Chala jaata hoon kisiki dhun mein....^Chala jaata hoon kisiki dhun mein....^[u"Tribute to Superstar Rajesh Khanna - July'12"]
/files/hits/amul-hits-1457.jpg^India Pakistan Cricket series revived after five years - July'12^/files/hits/amul-hits-1457.jpg^PICTURE ABHI PAKI HAI?^PICTURE ABHI PAKI HAI?^[u"India Pakistan Cricket series revived after five years - July'12"]
/files/hits/amul-hits-1456.jpg^Controversy surrounding tainted offical's visit for the London Olympics   - July'12^/files/hits/amul-hits-1456.jpg^Kalmadi ko chhod mut Makhen! Makhan ko chhod mut Kalmadi!^Kalmadi ko chhod mut Makhen! Makhan ko chhod mut Kalmadi!^[u"Controversy surrounding tainted offical's visit for the London Olympics   - July'12"]
/files/hits/amul-hits-1455.jpg^Proposal to ban horse carriages in Mumbai - July'12^/files/hits/amul-hits-1455.jpg^EH  DIL HAI MUSHKIL JEENA YAHAN!^EH  DIL HAI MUSHKIL JEENA YAHAN!^[u"Proposal to ban horse carriages in Mumbai - July'12"]
/files/hits/amul-hits-1454.jpg^Tribute to wrestler & veteran actor Dara Singh - July'12^/files/hits/amul-hits-1454.jpg^BOLO RUSTAM -E- HIND KI JAI!^BOLO RUSTAM -E- HIND KI JAI!^[u"Tribute to wrestler & veteran actor Dara Singh - July'12"]
/files/hits/amul-hits-1453.jpg^Cover of the latest edition of Time magazine  - July'12^/files/hits/amul-hits-1453.jpg^Amul ANYTIME^Amul ANYTIME^[u"Cover of the latest edition of Time magazine  - July'12"]
/files/hits/amul-hits-1452.jpg^Roger Federer wins his 7th Wimbledon title   - July'12^/files/hits/amul-hits-1452.jpg^RAJA FEDERER !^RAJA FEDERER !^[u"Roger Federer wins his 7th Wimbledon title   - July'12"]
/files/hits/amul-hits-1451.jpg^Scientists  at CERN research centre discover a new subatomic Paricle - Higgs Boson also called  Gods Particle.  - July'12^/files/hits/amul-hits-1451.jpg^Every Particle's God sent!^Every Particle's God sent!^[u"Scientists  at CERN research centre discover a new subatomic Paricle - Higgs Boson also called  Gods Particle.  - July'12"]
/files/hits/amul-hits-1450.jpg^Double amputee runner Pistorius also known as Blade Runner selected for the Olympics - July'12^/files/hits/amul-hits-1450.jpg^PISTORIUS MAKES HISTORIUS!^PISTORIUS MAKES HISTORIUS!^[u"Double amputee runner Pistorius also known as Blade Runner selected for the Olympics - July'12"]
/files/hits/amul-hits-1449.jpg^Adarsh Housing soicety scam in Mumbai - July'12^/files/hits/amul-hits-1449.jpg^Dosh Dosh na raha?^Dosh Dosh na raha?^[u"Adarsh Housing soicety scam in Mumbai - July'12"]
/files/hits/amul-hits-1448.jpg^Euro 2012 champions Spain creates history - July'12^/files/hits/amul-hits-1448.jpg^La Roja jaaneman!^La Roja jaaneman!^[u"Euro 2012 champions Spain creates history - July'12"]
/files/hits/amul-hits-1447.jpg^Amul associates with the Hollywood release 'The Amazing Spiderman' - July '12^/files/hits/amul-hits-1447.jpg^Amazing Spidermakhan!^Amazing Spidermakhan!^[u"Amul associates with the Hollywood release 'The Amazing Spiderman' - July '12"]
/files/hits/amul-hits-1446.jpg^Cristiano Ronaldo breaks down on Portugal's defeat in Euro 2012  June'12^/files/hits/amul-hits-1446.jpg^NO RONAL-DONA, CRISTIANO!^NO RONAL-DONA, CRISTIANO!^[u"Cristiano Ronaldo breaks down on Portugal's defeat in Euro 2012  June'12"]
/files/hits/amul-hits-1445.jpg^Sania Mirza accuses AITA for using her as a 'bait' while working out a compromise on ongoing row over team selection for the Olympics- June'12^/files/hits/amul-hits-1445.jpg^THE BRAWL IS NOW IN HER COURT!^THE BRAWL IS NOW IN HER COURT!^[u"Sania Mirza accuses AITA for using her as a 'bait' while working out a compromise on ongoing row over team selection for the Olympics- June'12"]
/files/hits/amul-hits-1444.jpg^Forthcoming Presidential contest - June'12^/files/hits/amul-hits-1444.jpg^Pro bun Mukherjee V/S PA Sangmaska!^Pro bun Mukherjee V/S PA Sangmaska!^[u"Forthcoming Presidential contest - June'12"]
