/files/hits/amul-hits-1552.jpg^Women empowerment – Dec’12^/files/hits/amul-hits-1552.jpg^Please remember it’s Mother India!^Please remember it’s Mother India!^[u'Women empowerment \u2013 Dec\u201912']
/files/hits/amul-hits-1551.jpg^Outrage over sexist remark by Politician  - Dec'12^/files/hits/amul-hits-1551.jpg^UNPRESIDENTED AND TAINTED!^UNPRESIDENTED AND TAINTED!^[u"Outrage over sexist remark by Politician  - Dec'12"]
/files/hits/amul-hits-1550.jpg^Protests in the capital  - Dec'12^/files/hits/amul-hits-1550.jpg^Delhi Bully!^Delhi Bully!^[u"Protests in the capital  - Dec'12"]
/files/hits/amul-hits-1549.jpg^Tendulkar retires from One Day International - Dec'12^/files/hits/amul-hits-1549.jpg^Sachinnings are rare!^Sachinnings are rare!^[u"Tendulkar retires from One Day International - Dec'12"]
/files/hits/amul-hits-1548.jpg^When will our women be safe... Dec’ 12^/files/hits/amul-hits-1548.jpg^Hum Sharmindia Kab Honge?^Hum Sharmindia Kab Honge?^[u'When will our women be safe... Dec\u2019 12']
/files/hits/amul-hits-1547.jpg^Controversy over Dhoni continuing as Captain - Dec'12^/files/hits/amul-hits-1547.jpg^Kisko captain banana?^Kisko captain banana?^[u"Controversy over Dhoni continuing as Captain - Dec'12"]
/files/hits/amul-hits-1545.jpg^Tribute to Mrs. Molly Kurien ‘Silent lady’ of the milk revolution - Dec'12^/files/hits/amul-hits-1545.jpg^Amulya bandhan……..^Amulya bandhan……..^[u"Tribute to Mrs. Molly Kurien \u2018Silent lady\u2019 of the milk revolution - Dec'12"]
/files/hits/amul-hits-1544.jpg^Neighbouring Minister’s comments on India - Dec'12^/files/hits/amul-hits-1544.jpg^Bahut pak-pak karta hai!^Bahut pak-pak karta hai!^[u"Neighbouring Minister\u2019s comments on India - Dec'12"]
/files/hits/amul-hits-1543.jpg^Tribute to sitar maestro Pandit Ravi Shankar - Dec'12^/files/hits/amul-hits-1543.jpg^Sitaron ka Sitara!^Sitaron ka Sitara!^[u"Tribute to sitar maestro Pandit Ravi Shankar - Dec'12"]
/files/hits/amul-hits-1542.jpg^Veteran actor Dilip Kumar's  90th Birthday   - Dec'12^/files/hits/amul-hits-1542.jpg^Suhana safar aur yeh makhan haseen!^Suhana safar aur yeh makhan haseen!^[u"Veteran actor Dilip Kumar's  90th Birthday   - Dec'12"]
/files/hits/amul-hits-1541.jpg^Lionel Messi creates a new record of 86 goals   - Dec'12^/files/hits/amul-hits-1541.jpg^Football's new Messiah !^Football's new Messiah !^[u"Lionel Messi creates a new record of 86 goals   - Dec'12"]
/files/hits/amul-hits-1540.jpg^Indian Olympic Association suspended by IOC  - Dec'12^/files/hits/amul-hits-1540.jpg^Indian Olympic Messociation!^Indian Olympic Messociation!^[u"Indian Olympic Association suspended by IOC  - Dec'12"]
/files/hits/amul-hits-1539.jpg^Axl Rose & his amazing 'Guns N Roses' rock band hits India - Dec'12^/files/hits/amul-hits-1539.jpg^Appetite for Dish-truction!^Appetite for Dish-truction!^[u"Axl Rose & his amazing 'Guns N Roses' rock band hits India - Dec'12"]
/files/hits/amul-hits-1538.jpg^Indian captain asks curators to 'doctor' pitches  - Dec'12^/files/hits/amul-hits-1538.jpg^Rona Dhoni bandh Karo!^Rona Dhoni bandh Karo!^[u"Indian captain asks curators to 'doctor' pitches  - Dec'12"]
/files/hits/amul-hits-1537.jpg^Australian cricketing great Ricky Ponting retires - Dec'12^/files/hits/amul-hits-1537.jpg^Disaponting to see him go!^Disaponting to see him go!^[u"Australian cricketing great Ricky Ponting retires - Dec'12"]
/files/hits/amul-hits-1536.jpg^‘Aam Aadmi’ political party formed by social activist  - Nov'12^/files/hits/amul-hits-1536.jpg^Aamul’s Aamazing Party!^Aamul’s Aamazing Party!^[u"\u2018Aam Aadmi\u2019 political party formed by social activist  - Nov'12"]
/files/hits/amul-hits-1535.jpg^Good wishes for Sachin Tendulkar to return to form  - Nov'12^/files/hits/amul-hits-1535.jpg^C’mon, Ten duel kar,  Phir drool kar !^C’mon, Ten duel kar,  Phir drool kar !^[u"Good wishes for Sachin Tendulkar to return to form  - Nov'12"]
/files/hits/amul-hits-1534.jpg^Bollywood's oldest hideout Hotel Sun n Sand, Mumbai celebrates it's Golden Jubilee  - Nov'12^/files/hits/amul-hits-1534.jpg^Bollywood's favourite Star Sun!^Bollywood's favourite Star Sun!^[u"Bollywood's oldest hideout Hotel Sun n Sand, Mumbai celebrates it's Golden Jubilee  - Nov'12"]
/files/hits/amul-hits-1533.jpg^English spinner Monty Panesar bowls England to victory in the second Test - Nov'12^/files/hits/amul-hits-1533.jpg^Monty, Pan-asardar hai!^Monty, Pan-asardar hai!^[u"English spinner Monty Panesar bowls England to victory in the second Test - Nov'12"]
/files/hits/amul-hits-1532.jpg^Ang Lee's movie 'LIFE OF PI' with Tabu ,Irrfan and a Tiger - Nov'12^/files/hits/amul-hits-1532.jpg^LIFE OF EVERY PIE!^LIFE OF EVERY PIE!^[u"Ang Lee's movie 'LIFE OF PI' with Tabu ,Irrfan and a Tiger - Nov'12"]
/files/hits/amul-hits-1531.jpg^Ajmal Kasab finally hangs... - Nov'12^/files/hits/amul-hits-1531.jpg^Aarop se Rope tak!^Aarop se Rope tak!^[u"Ajmal Kasab finally hangs... - Nov'12"]
/files/hits/amul-hits-1530.jpg^Freedom to express our views on social networking sites- Nov'12^/files/hits/amul-hits-1530.jpg^Share posts and toasts with dosts!^Share posts and toasts with dosts!^[u"Freedom to express our views on social networking sites- Nov'12"]
/files/hits/amul-hits-1529.jpg^Record - setting astronaut Sunita Williams returns to Earth after 4 months in space -  Nov'12^/files/hits/amul-hits-1529.jpg^SUN-EATER WILLIAMS!^SUN-EATER WILLIAMS!^[u"Record - setting astronaut Sunita Williams returns to Earth after 4 months in space -  Nov'12"]
/files/hits/amul-hits-1528.jpg^Cricketers Alistar Cook and Cheteshwar Pujara score centuries in the 1st Test series  between Indian and England -  Nov'12^/files/hits/amul-hits-1528.jpg^Pet Pujara!^Pet Pujara!^[u"Cricketers Alistar Cook and Cheteshwar Pujara score centuries in the 1st Test series  between Indian and England -  Nov'12"]
/files/hits/amul-hits-1527.jpg^Ruling Party General Secretary's view on a Bollywood actor - Nov.'12^/files/hits/amul-hits-1527.jpg^Digs against Rakhi?^Digs against Rakhi?^[u"Ruling Party General Secretary's view on a Bollywood actor - Nov.'12"]
/files/hits/amul-hits-1526.jpg^Chief of a political party says poor and unattractive rural women won't benefit from the Women's Reservation Bill - Nov.'12^/files/hits/amul-hits-1526.jpg^Aa belle mujhe maar!^Aa belle mujhe maar!^[u"Chief of a political party says poor and unattractive rural women won't benefit from the Women's Reservation Bill - Nov.'12"]
/files/hits/amul-hits-1525.jpg^British distiller agrees to buy stake in United Spirits - Nov.'12^/files/hits/amul-hits-1525.jpg^Company Kisko Dia geo?^Company Kisko Dia geo?^[u"British distiller agrees to buy stake in United Spirits - Nov.'12"]
/files/hits/amul-hits-1524.jpg^Two Bollywood movies releasing on Diwali - Nov.'12^/files/hits/amul-hits-1524.jpg^JAB TAK HAI JUNG?^JAB TAK HAI JUNG?^[u"Two Bollywood movies releasing on Diwali - Nov.'12"]
/files/hits/amul-hits-1523.jpg^U.S. President Barack Obama elected for second term - Nov.'12^/files/hits/amul-hits-1523.jpg^DOBARA DOBAMA!^DOBARA DOBAMA!^[u"U.S. President Barack Obama elected for second term - Nov.'12"]
/files/hits/amul-hits-1522.jpg^Yet another politicians gaffe   Nov'12^/files/hits/amul-hits-1522.jpg^KAI Q USNE BOLA?^KAI Q USNE BOLA?^[u"Yet another politicians gaffe   Nov'12"]
/files/hits/amul-hits-1521.jpg^US Presidential Elections 2012^/files/hits/amul-hits-1521.jpg^Whose prez will be answered?^Whose prez will be answered?^[u'US Presidential Elections 2012']
/files/hits/amul-hits-1520.jpg^New York recovers from cyclone Sandy - Nov.'12^/files/hits/amul-hits-1520.jpg^Big Apple will bloom again!^Big Apple will bloom again!^[u"New York recovers from cyclone Sandy - Nov.'12"]
/files/hits/amul-hits-1519.jpg^Politician tweets about his wife being 'Priceless' - Nov.'12^/files/hits/amul-hits-1519.jpg^Tweet Nothings Tharoori Hai!^Tweet Nothings Tharoori Hai!^[u"Politician tweets about his wife being 'Priceless' - Nov.'12"]
/files/hits/amul-hits-1518.jpg^Latest Bond Film 'Skyfall'  - Oct'12^/files/hits/amul-hits-1518.jpg^SLICE FALL !^SLICE FALL !^[u"Latest Bond Film 'Skyfall'  - Oct'12"]
/files/hits/amul-hits-1517.jpg^Young ministers inducted in the recent cabinet reshuffle  - Oct'12^/files/hits/amul-hits-1517.jpg^YOUNG BUNS IN FOOD CABINET !^YOUNG BUNS IN FOOD CABINET !^[u"Young ministers inducted in the recent cabinet reshuffle  - Oct'12"]
/files/hits/amul-hits-1516.jpg^Sun TV Network acquires IPL team Deccan Chargers  - Oct'12^/files/hits/amul-hits-1516.jpg^DECCAN RECHARGED BY SUN!^DECCAN RECHARGED BY SUN!^[u"Sun TV Network acquires IPL team Deccan Chargers  - Oct'12"]
/files/hits/amul-hits-1515.jpg^Legendary guitarist Carlos Santana comes to India - Oct '12.^/files/hits/amul-hits-1515.jpg^Yellow Magic Woman !^Yellow Magic Woman !^[u"Legendary guitarist Carlos Santana comes to India - Oct '12."]
/files/hits/amul-hits-1514.jpg^Spurt of Dengue cases in Mumbai  - Oct'12^/files/hits/amul-hits-1514.jpg^Mosquito chhodo… Maska - toh le lo!^Mosquito chhodo… Maska - toh le lo!^[u"Spurt of Dengue cases in Mumbai  - Oct'12"]
/files/hits/amul-hits-1513.jpg^Tribute to legendary Bollywood  producer - director Yash Chopra - 'The King of Romance'  - Oct'12^/files/hits/amul-hits-1513.jpg^Main har ek pal ka shayar hoon....^Main har ek pal ka shayar hoon....^[u"Tribute to legendary Bollywood  producer - director Yash Chopra - 'The King of Romance'  - Oct'12"]
/files/hits/amul-hits-1512.jpg^Head to head debates between US President Obama and Republican rival Mitt Romney  - Oct'12^/files/hits/amul-hits-1512.jpg^Debetter debater gets debutter !^Debetter debater gets debutter !^[u"Head to head debates between US President Obama and Republican rival Mitt Romney  - Oct'12"]
/files/hits/amul-hits-1511.jpg^Legend Sachin Tendulkar to be conferred  with the membership of The Order of Australia  - Oct'12^/files/hits/amul-hits-1511.jpg^Aadar of Australia!^Aadar of Australia!^[u"Legend Sachin Tendulkar to be conferred  with the membership of The Order of Australia  - Oct'12"]
/files/hits/amul-hits-1510.jpg^Fearless Felix, the Austrian daredevil dives from the fringe of space  - Oct'12^/files/hits/amul-hits-1510.jpg^Legend of the Fall!^Legend of the Fall!^[u"Fearless Felix, the Austrian daredevil dives from the fringe of space  - Oct'12"]
/files/hits/amul-hits-1509.jpg^Anti - Corruption crusade by India Against Corruption leader  - Oct'12^/files/hits/amul-hits-1509.jpg^Court Kejri ka Maamla!^Court Kejri ka Maamla!^[u"Anti - Corruption crusade by India Against Corruption leader  - Oct'12"]
/files/hits/amul-hits-1508.jpg^A Politicians controversial statement that seven out of  ten  youths in Punjab are addicted to drugs - Oct'12^/files/hits/amul-hits-1508.jpg^Assi asli makhan dey addict hai !^Assi asli makhan dey addict hai !^[u"A Politicians controversial statement that seven out of  ten  youths in Punjab are addicted to drugs - Oct'12"]
/files/hits/amul-hits-1507.jpg^Umpires at the centre of the latest match-fixing scandal - Oct'12^/files/hits/amul-hits-1507.jpg^UMP HIRED?^UMP HIRED?^[u"Umpires at the centre of the latest match-fixing scandal - Oct'12"]
/files/hits/amul-hits-1506.jpg^Steep hike in Taxi and Auto fares - Oct'12^/files/hits/amul-hits-1506.jpg^Cabbie autos improve honge?^Cabbie autos improve honge?^[u"Steep hike in Taxi and Auto fares - Oct'12"]
/files/hits/amul-hits-1505.jpg^Birthday Greetings for Super Star Amitabh Bachchan on his 70th Birthday - October'12^/files/hits/amul-hits-1505.jpg^SATTAR PE BUTTER!^SATTAR PE BUTTER!^[u"Birthday Greetings for Super Star Amitabh Bachchan on his 70th Birthday - October'12"]
/files/hits/amul-hits-1504.jpg^Nations first son-in- laws comments on India Against Corruption Members - Oct'12^/files/hits/amul-hits-1504.jpg^MAANGO PEOPLE! GET YOUR OWN BUN-MASKA PEPUBLIC!^MAANGO PEOPLE! GET YOUR OWN BUN-MASKA PEPUBLIC!^[u"Nations first son-in- laws comments on India Against Corruption Members - Oct'12"]
/files/hits/amul-hits-1503.jpg^Bollywood release 'Oh My God'- Oct'12^/files/hits/amul-hits-1503.jpg^OMG, What a butter!^OMG, What a butter!^[u"Bollywood release 'Oh My God'- Oct'12"]
/files/hits/amul-hits-1502.jpg^West Indies wins the Cricket T20 World cup - Oct'12^/files/hits/amul-hits-1502.jpg^MASKALYPSO CELEBRATION!^MASKALYPSO CELEBRATION!^[u"West Indies wins the Cricket T20 World cup - Oct'12"]
/files/hits/amul-hits-1501.jpg^Gangnam Style the dance pop single by South Korean rapper Psy takes  the internet by storm - Oct'12^/files/hits/amul-hits-1501.jpg^Open Gangamul Style!^Open Gangamul Style!^[u"Gangnam Style the dance pop single by South Korean rapper Psy takes  the internet by storm - Oct'12"]
/files/hits/amul-hits-1500.jpg^Latest Bollywood release 'English Vinglish'- Oct'12^/files/hits/amul-hits-1500.jpg^Dish Wish!^Dish Wish!^[u"Latest Bollywood release 'English Vinglish'- Oct'12"]
/files/hits/amul-hits-1499.jpg^Minister under fire for 'old wives' comment - Oct.'12^/files/hits/amul-hits-1499.jpg^Gharwali Jaisiwali Koi Nahin!^Gharwali Jaisiwali Koi Nahin!^[u"Minister under fire for 'old wives' comment - Oct.'12"]
/files/hits/amul-hits-1498.jpg^U.S. President Obama delivers pizzas to volunteers in his campaign office in Nevada - Oct.'12^/files/hits/amul-hits-1498.jpg^Pizzadent Obama!^Pizzadent Obama!^[u"U.S. President Obama delivers pizzas to volunteers in his campaign office in Nevada - Oct.'12"]
/files/hits/amul-hits-1497.jpg^Excitement builds around ICC World T20 - October'12^/files/hits/amul-hits-1497.jpg^Ek aur cup lao!^Ek aur cup lao!^[u"Excitement builds around ICC World T20 - October'12"]
/files/hits/amul-hits-1496.jpg^Rumoured romance between two high profile leaders of our neighbouring country - Sept'12^/files/hits/amul-hits-1496.jpg^Pyaar hua ikharar hua!^Pyaar hua ikharar hua!^[u"Rumoured romance between two high profile leaders of our neighbouring country - Sept'12"]
/files/hits/amul-hits-1495.jpg^Cricketers Yuvraj Singh and Harbhajan Singh back in action - Sept'12^/files/hits/amul-hits-1495.jpg^Return of the Singh!^Return of the Singh!^[u"Cricketers Yuvraj Singh and Harbhajan Singh back in action - Sept'12"]
