/files/hits/amul-hits-1145.jpg^The Pakistani cricketer Mansur Ilahi in great form.^/files/hits/amul-hits-1145.jpg^Wahi hota hai jo Manzure Ilahi hota hai.^Wahi hota hai jo Manzure Ilahi hota hai.^[u'The Pakistani cricketer Mansur Ilahi in great form.']
/files/hits/amul-hits-1144.jpg^During the time when a film on Shrelock Holms was being screened.^/files/hits/amul-hits-1144.jpg^In all Holmes Amul's elementary, my dear.^In all Holmes Amul's elementary, my dear.^[u'During the time when a film on Shrelock Holms was being screened.']
/files/hits/amul-hits-1143.jpg^Return of Shri Sharad Pawar as Chief Minister of Maharashtra.^/files/hits/amul-hits-1143.jpg^Amul's (s) a `Pawar'ful bond.^Amul's (s) a `Pawar'ful bond.^[u'Return of Shri Sharad Pawar as Chief Minister of Maharashtra.']
/files/hits/amul-hits-1142.jpg^Film censorship issue.^/files/hits/amul-hits-1142.jpg^Makhan Chor.^Makhan Chor.^[u'Film censorship issue.']
/files/hits/amul-hits-1141.jpg^VIP security at Rajghat^/files/hits/amul-hits-1141.jpg^Guard well this very important platter.^Guard well this very important platter.^[u'VIP security at Rajghat']
/files/hits/amul-hits-1140.jpg^Everyone wins with Amul.^/files/hits/amul-hits-1140.jpg^Everyone wins with Amul.^Everyone wins with Amul.^[u'Everyone wins with Amul.']
/files/hits/amul-hits-1139.jpg^Political party's dissidence during V.P. Singh's era.^/files/hits/amul-hits-1139.jpg^Dissidunce is not knowing which side the bread's buttered.^Dissidunce is not knowing which side the bread's buttered.^[u"Political party's dissidence during V.P. Singh's era."]
/files/hits/amul-hits-1138.jpg^NAM summit held in India during the tenure of Prime Minister, Rajiv Gandhi.^/files/hits/amul-hits-1138.jpg^India's favourite vanishing trick., What's in a NAM?^India's favourite vanishing trick., What's in a NAM?^[u'NAM summit held in India during the tenure of Prime Minister, Rajiv Gandhi.']
/files/hits/amul-hits-1137.jpg^Magician, P.C. Soroar, demonstarating Amul's popularity.^/files/hits/amul-hits-1137.jpg^and turns golden thereafter.^and turns golden thereafter.^[u"Magician, P.C. Soroar, demonstarating Amul's popularity."]
/files/hits/amul-hits-1136.jpg^Celebrating 40 years of India's Independece.^/files/hits/amul-hits-1136.jpg^Life begins at 40^Life begins at 40^[u"Celebrating 40 years of India's Independece."]
/files/hits/amul-hits-1135.jpg^Indian grandmaster Vishwanath Anand at the Chess board with Amul.^/files/hits/amul-hits-1135.jpg^Vishwa's most Anand comes from making the right move.^Vishwa's most Anand comes from making the right move.^[u'Indian grandmaster Vishwanath Anand at the Chess board with Amul.']
/files/hits/amul-hits-1134.jpg^Issue on national unity.^/files/hits/amul-hits-1134.jpg^Divided we fall.^Divided we fall.^[u'Issue on national unity.']
/files/hits/amul-hits-1133.jpg^Pat Cash beats Ivan Lendl to win the Wimbeldon.^/files/hits/amul-hits-1133.jpg^Hard cash's better than Czech.^Hard cash's better than Czech.^[u'Pat Cash beats Ivan Lendl to win the Wimbeldon.']
/files/hits/amul-hits-1132.jpg^Devi Lal, Bajan Lal and Bansi Lal in a three cornered election in Haryana.^/files/hits/amul-hits-1132.jpg^Devi ke Bhajan ki Bansi baje.^Devi ke Bhajan ki Bansi baje.^[u'Devi Lal, Bajan Lal and Bansi Lal in a three cornered election in Haryana.']
/files/hits/amul-hits-1131.jpg^The popular TV serial, Khandan telecast on National Network every Tuesday and Saturday.^/files/hits/amul-hits-1131.jpg^Some things can still be enjoyed on Tuesdays and Saturdays.^Some things can still be enjoyed on Tuesdays and Saturdays.^[u'The popular TV serial, Khandan telecast on National Network every Tuesday and Saturday.']
/files/hits/amul-hits-1130.jpg^Power cut situation in Bombay.^/files/hits/amul-hits-1130.jpg^Take this cut for power.^Take this cut for power.^[u'Power cut situation in Bombay.']
/files/hits/amul-hits-1129.jpg^The Bofors issue.^/files/hits/amul-hits-1129.jpg^Out of commission?^Out of commission?^[u'The Bofors issue.']
/files/hits/amul-hits-1128.jpg^These Fairpacks are worth investing.^/files/hits/amul-hits-1128.jpg^These Fairpacks are worth investing.^These Fairpacks are worth investing.^[u'These Fairpacks are worth investing.']
/files/hits/amul-hits-1127.jpg^Election time.^/files/hits/amul-hits-1127.jpg^Common choice for all assemblies.^Common choice for all assemblies.^[u'Election time.']
/files/hits/amul-hits-1126.jpg^Amul's congratulation to Sunil Gavaskar.^/files/hits/amul-hits-1126.jpg^A toast to the `little' master.^A toast to the `little' master.^[u"Amul's congratulation to Sunil Gavaskar."]
/files/hits/amul-hits-1125.jpg^Doordarshan introduces the Breakfast TV show every morning.^/files/hits/amul-hits-1125.jpg^Make breakfast a better meal than dinner.^Make breakfast a better meal than dinner.^[u'Doordarshan introduces the Breakfast TV show every morning.']
/files/hits/amul-hits-1124.jpg^Pakistan President Gen. Zia's visit to India.^/files/hits/amul-hits-1124.jpg^Pyaar se Zia bhar aye.^Pyaar se Zia bhar aye.^[u"Pakistan President Gen. Zia's visit to India."]
/files/hits/amul-hits-1123.jpg^Sunil Gavaskar did not go on a tour. Caught enjoying butter at home.^/files/hits/amul-hits-1123.jpg^The real reason for staying home.^The real reason for staying home.^[u'Sunil Gavaskar did not go on a tour. Caught enjoying butter at home.']
/files/hits/amul-hits-1122.jpg^Transfer of official secretaries by the government.^/files/hits/amul-hits-1122.jpg^Even for senior officials this service is permanent.^Even for senior officials this service is permanent.^[u'Transfer of official secretaries by the government.']
/files/hits/amul-hits-1121.jpg^Introduction of the new Amul Butter pack.^/files/hits/amul-hits-1121.jpg^Utterly new pack.^Utterly new pack.^[u'Introduction of the new Amul Butter pack.']
