/files/hits/amul-hits-1767.jpg^Happy New Year!^/files/hits/amul-hits-1767.jpg^NAYI DISHA NAYE DISHES!^NAYI DISHA NAYE DISHES!^[u'Happy New Year!']
/files/hits/amul-hits-1756.jpg^BJP sweeps the polls - Dec.'13^/files/hits/amul-hits-1756.jpg^Band Bhajap Bharat!^Band Bhajap Bharat!^[u"BJP sweeps the polls - Dec.'13"]
/files/hits/amul-hits-1755.jpg^Arvind Kejriwal-new hope for the nation!^/files/hits/amul-hits-1755.jpg^Kejriwah!^Kejriwah!^[u'Arvind Kejriwal-new hope for the nation!']
/files/hits/amul-hits-1754.jpg^RIP Nelson Mandela^/files/hits/amul-hits-1754.jpg^He rose everytime we fell.^He rose everytime we fell.^[u'RIP Nelson Mandela']
/files/hits/amul-hits-1753.jpg^WARR (War Against Railway Rowdies)-Railways safety drive for women.^/files/hits/amul-hits-1753.jpg^More Safety WARRanted!^More Safety WARRanted!^[u'WARR (War Against Railway Rowdies)-Railways safety drive for women.']
/files/hits/amul-hits-1751.jpg^Proposed amendment of the Juvenile Justice Act.-Dec’13^/files/hits/amul-hits-1751.jpg^SOLAH BARAS….^SOLAH BARAS….^[u'Proposed amendment of the Juvenile Justice Act.-Dec\u201913']
/files/hits/amul-hits-1752.jpg^RIP Paul Walker-Dec’13^/files/hits/amul-hits-1752.jpg^Gone too fast...^Gone too fast...^[u'RIP Paul Walker-Dec\u201913']
/files/hits/amul-hits-1750.jpg^Taliban’s ban on Pak media praising Sachin.-Nov’13^/files/hits/amul-hits-1750.jpg^Taalis banned…..^Taalis banned…..^[u'Taliban\u2019s ban on Pak media praising Sachin.-Nov\u201913']
/files/hits/amul-hits-1749.jpg^BJP MLA’s act of vandalism -Nov’13^/files/hits/amul-hits-1749.jpg^JOLLY KE PEECHE….^JOLLY KE PEECHE….^[u'BJP MLA\u2019s act of vandalism -Nov\u201913']
/files/hits/amul-hits-1748.jpg^Skyrocketing price of tomatoes.- Nov’13^/files/hits/amul-hits-1748.jpg^Tamatar ban gaya…..^Tamatar ban gaya…..^[u'Skyrocketing price of tomatoes.- Nov\u201913']
/files/hits/amul-hits-1747.jpg^We miss India’s Milkman.- Nov’13^/files/hits/amul-hits-1747.jpg^Your vision…..^Your vision…..^[u'We miss India\u2019s Milkman.- Nov\u201913']
/files/hits/amul-hits-1746.jpg^The Tarun Tejpal’s saga.- Nov’13^/files/hits/amul-hits-1746.jpg^KYA SE KYA…..^KYA SE KYA…..^[u'The Tarun Tejpal\u2019s saga.- Nov\u201913']
/files/hits/amul-hits-1745.jpg^Viswanathan Anand’s long reign ends^/files/hits/amul-hits-1745.jpg^Vish you were here!^Vish you were here!^[u'Viswanathan Anand\u2019s long reign ends']
/files/hits/amul-hits-1744.jpg^Does Dhyan Chand deserve the Bharat Ratna? - Nov.'13^/files/hits/amul-hits-1744.jpg^Hakk de!^Hakk de!^[u"Does Dhyan Chand deserve the Bharat Ratna? - Nov.'13"]
/files/hits/amul-hits-1743.jpg^U.P. leader wants a ban on English in Parliament.- Nov’13^/files/hits/amul-hits-1743.jpg^Humein…^Humein…^[u'U.P. leader wants a ban on English in Parliament.- Nov\u201913']
/files/hits/amul-hits-1742.jpg^Sachin dedicates his Bharat Ratna to all mothers- Nov’13^/files/hits/amul-hits-1742.jpg^Maa Tujhe…^Maa Tujhe…^[u'Sachin dedicates his Bharat Ratna to all mothers- Nov\u201913']
/files/hits/amul-hits-1741.jpg^Campa Cola compound demolition crisis - Nov.'13^/files/hits/amul-hits-1741.jpg^Scampa khola?^Scampa khola?^[u"Campa Cola compound demolition crisis - Nov.'13"]
/files/hits/amul-hits-1740.jpg^Sachin’s final test match- Nov’13^/files/hits/amul-hits-1740.jpg^INDIA RETIRES HURT !^INDIA RETIRES HURT !^[u'Sachin\u2019s final test match- Nov\u201913']
/files/hits/amul-hits-1739.jpg^Rohit Sharma & Mohammed Shami have match winning test debuts!.– Nov’13^/files/hits/amul-hits-1739.jpg^Roz hit……^Roz hit……^[u'Rohit Sharma & Mohammed Shami have match winning test debuts!.\u2013 Nov\u201913']
/files/hits/amul-hits-1738.jpg^RIP Tarla Dalal.– Nov’13^/files/hits/amul-hits-1738.jpg^The original….^The original….^[u'RIP Tarla Dalal.\u2013 Nov\u201913']
/files/hits/amul-hits-1737.jpg^World Chess Championship.– Nov’13^/files/hits/amul-hits-1737.jpg^LICK MASKA…..^LICK MASKA…..^[u'World Chess Championship.\u2013 Nov\u201913']
/files/hits/amul-hits-1736.jpg^India’s first mission to Mars.– Nov’13^/files/hits/amul-hits-1736.jpg^ISE ROZ….^ISE ROZ….^[u'India\u2019s first mission to Mars.\u2013 Nov\u201913']
/files/hits/amul-hits-1735.jpg^U.S. spying operation via social media– Nov’13^/files/hits/amul-hits-1735.jpg^internet in their net^internet in their net^[u'U.S. spying operation via social media\u2013 Nov\u201913']
/files/hits/amul-hits-1734.jpg^Happy Diwali ! – Nov’13^/files/hits/amul-hits-1734.jpg^Yahan diya^Yahan diya^[u'Happy Diwali ! \u2013 Nov\u201913']
/files/hits/amul-hits-1733.jpg^Controversy surrounding ‘Shehzada’ remark.– Oct’13^/files/hits/amul-hits-1733.jpg^Share^Share^[u'Controversy surrounding \u2018Shehzada\u2019 remark.\u2013 Oct\u201913']
/files/hits/amul-hits-1732.jpg^Gold hunt at fort in U.P.– Oct’13^/files/hits/amul-hits-1732.jpg^Unnao Jaan?^Unnao Jaan?^[u'Gold hunt at fort in U.P.\u2013 Oct\u201913']
/files/hits/amul-hits-1731.jpg^Teen activist takes on the Taliban.– Oct’13^/files/hits/amul-hits-1731.jpg^Amul la……^Amul la……^[u'Teen activist takes on the Taliban.\u2013 Oct\u201913']
/files/hits/amul-hits-1730.jpg^Legendary singer Manna Dey RIP – Oct’13^/files/hits/amul-hits-1730.jpg^Zindagi…..^Zindagi…..^[u'Legendary singer Manna Dey RIP \u2013 Oct\u201913']
/files/hits/amul-hits-1729.jpg^On spectacular 3D film GRAVITY - Oct.'13^/files/hits/amul-hits-1729.jpg^OUT OF THIS WORLD!^OUT OF THIS WORLD!^[u"On spectacular 3D film GRAVITY - Oct.'13"]
/files/hits/amul-hits-1728.jpg^Indian pacer's poor bowling performance - Oct.'13^/files/hits/amul-hits-1728.jpg^ISHANT SHARM HAI KYA?^ISHANT SHARM HAI KYA?^[u"Indian pacer's poor bowling performance - Oct.'13"]
/files/hits/amul-hits-1727.jpg^India's record run chase in Jaipur - Oct.'13^/files/hits/amul-hits-1727.jpg^Aussies Rajastanned!^Aussies Rajastanned!^[u"India's record run chase in Jaipur - Oct.'13"]
/files/hits/amul-hits-1726.jpg^Timely tackling of the Cyclone - Oct.'13^/files/hits/amul-hits-1726.jpg^CYCLONE KO PHAILINAY NAHIN DIYA!^CYCLONE KO PHAILINAY NAHIN DIYA!^[u"Timely tackling of the Cyclone - Oct.'13"]
/files/hits/amul-hits-1725.jpg^The great Sachin Tendulkar retires.-Oct’13^/files/hits/amul-hits-1725.jpg^KYA YEH SACH HAI?^KYA YEH SACH HAI?^[u'The great Sachin Tendulkar retires.-Oct\u201913']
/files/hits/amul-hits-1724.jpg^Navratri greetings.-Oct’13^/files/hits/amul-hits-1724.jpg^CELEBRATE….^CELEBRATE….^[u'Navratri greetings.-Oct\u201913']
/files/hits/amul-hits-1723.jpg^Pop star Miley Cyrus's raunchy music video ^/files/hits/amul-hits-1723.jpg^No Smiley For Miley!^No Smiley For Miley!^[u'Pop star Miley Cyrus\'s raunchy music video "Wrecking Ball"']
/files/hits/amul-hits-1722.jpg^41 year old Rajasthan Royal's Pravin Tambe delivers the goods!^/files/hits/amul-hits-1722.jpg^TAMBE RACE KA GHODA!^TAMBE RACE KA GHODA!^[u"41 year old Rajasthan Royal's Pravin Tambe delivers the goods!"]
/files/hits/amul-hits-1721.jpg^U.S. Goverment shut down^/files/hits/amul-hits-1721.jpg^UNCLE SLAMMED SHUT!^UNCLE SLAMMED SHUT!^[u'U.S. Goverment shut down']
/files/hits/amul-hits-1720.jpg^Amul wishes The Good Road, India's official Oscar entry^/files/hits/amul-hits-1720.jpg^Gudh Road!^Gudh Road!^[u"Amul wishes The Good Road, India's official Oscar entry"]
/files/hits/amul-hits-1719.jpg^Laloo goes to jail for fodder scam - Oct.'13^/files/hits/amul-hits-1719.jpg^ab toh koi charna nahin raha!^ab toh koi charna nahin raha!^[u"Laloo goes to jail for fodder scam - Oct.'13"]
/files/hits/amul-hits-1718.jpg^The ordinance controversy - Oct.'13^/files/hits/amul-hits-1718.jpg^OrderNans with Makhan!^OrderNans with Makhan!^[u"The ordinance controversy - Oct.'13"]
/files/hits/amul-hits-1717.jpg^Sanjay Dutt's play cancelled in jail - Sept.'13^/files/hits/amul-hits-1717.jpg^Manna kyon kiya, Bhai?^Manna kyon kiya, Bhai?^[u"Sanjay Dutt's play cancelled in jail - Sept.'13"]
/files/hits/amul-hits-1716.jpg^What is Lalit Modi's future? - Sept.'13^/files/hits/amul-hits-1716.jpg^Modi's operandi?^Modi's operandi?^[u"What is Lalit Modi's future? - Sept.'13"]
/files/hits/amul-hits-1715.jpg^MS Dhoni's new haircut - Sept.'13^/files/hits/amul-hits-1715.jpg^Late cut, square cut & hair cut!^Late cut, square cut & hair cut!^[u"MS Dhoni's new haircut - Sept.'13"]
/files/hits/amul-hits-1714.jpg^Onion prices soar - Sept.'13^/files/hits/amul-hits-1714.jpg^Dopyaza ban gaya nopyaza!^Dopyaza ban gaya nopyaza!^[u"Onion prices soar - Sept.'13"]
/files/hits/amul-hits-1713.jpg^IPL spot fixing scam deepens - Sept.13^/files/hits/amul-hits-1713.jpg^That's how the bookie crumbles!^That's how the bookie crumbles!^[u'IPL spot fixing scam deepens - Sept.13']
/files/hits/amul-hits-1712.jpg^New Bollywood release LUNCH BOX - Sept.'13^/files/hits/amul-hits-1712.jpg^Munch Box!^Munch Box!^[u"New Bollywood release LUNCH BOX - Sept.'13"]
/files/hits/amul-hits-1711.jpg^Mallika Sherawat sings happy birthday to Narendra Modi - Sept.'13^/files/hits/amul-hits-1711.jpg^NAYE SAAL KI SHERUWAT?^NAYE SAAL KI SHERUWAT?^[u"Mallika Sherawat sings happy birthday to Narendra Modi - Sept.'13"]
/files/hits/amul-hits-1710.jpg^Tweets against Miss America- Sept’13^/files/hits/amul-hits-1710.jpg^RACIST MISSBEHAVIOUR^RACIST MISSBEHAVIOUR^[u'Tweets against Miss America- Sept\u201913']
/files/hits/amul-hits-1709.jpg^Should LK Advaniji retire gracefully? – Sept’13^/files/hits/amul-hits-1709.jpg^Lal kaisa^Lal kaisa^[u'Should LK Advaniji retire gracefully? \u2013 Sept\u201913']
/files/hits/amul-hits-1708.jpg^Life ban for spot fixing cricketers - Sept.'13^/files/hits/amul-hits-1708.jpg^Shree Shan't play again?^Shree Shan't play again?^[u"Life ban for spot fixing cricketers - Sept.'13"]
/files/hits/amul-hits-1707.jpg^Ongoing Ganpati festivities-Sept’13^/files/hits/amul-hits-1707.jpg^GANESHOTSERVE!^GANESHOTSERVE!^[u'Ongoing Ganpati festivities-Sept\u201913']
/files/hits/amul-hits-1706.jpg^On the controversial RTI Act-Sept’13^/files/hits/amul-hits-1706.jpg^BITE TO ….^BITE TO ….^[u'On the controversial RTI Act-Sept\u201913']
/files/hits/amul-hits-1705.jpg^Leander Paes wins U.S. Open doubles.^/files/hits/amul-hits-1705.jpg^LEANDER…..^LEANDER…..^[u'Leander Paes wins U.S. Open doubles.']
/files/hits/amul-hits-1704.jpg^Promising new RBI governor– Sept’13^/files/hits/amul-hits-1704.jpg^Welcome…..^Welcome…..^[u'Promising new RBI governor\u2013 Sept\u201913']
/files/hits/amul-hits-1703.jpg^Controversy over Zubin Mehta’s concert in Kashmir – Sept’13^/files/hits/amul-hits-1703.jpg^Zubin….^Zubin….^[u'Controversy over Zubin Mehta\u2019s concert in Kashmir \u2013 Sept\u201913']
/files/hits/amul-hits-1702.jpg^Sudden steep hike in petrol prices - Sept.'13^/files/hits/amul-hits-1702.jpg^Gaadi rula rahi hai?^Gaadi rula rahi hai?^[u"Sudden steep hike in petrol prices - Sept.'13"]
/files/hits/amul-hits-1701.jpg^Terror mastermind Yasin Bhatkal arrested – Sept’13^/files/hits/amul-hits-1701.jpg^AATANK…..^AATANK…..^[u'Terror mastermind Yasin Bhatkal arrested \u2013 Sept\u201913']
/files/hits/amul-hits-1700.jpg^U.S. involvement in the Syria crisis.- Aug.'13^/files/hits/amul-hits-1700.jpg^DAMASKAS……^DAMASKAS……^[u"U.S. involvement in the Syria crisis.- Aug.'13"]
/files/hits/amul-hits-1699.jpg^England players misbehavior on Oval pitch - Aug.'13^/files/hits/amul-hits-1699.jpg^SILLY PINTS^SILLY PINTS^[u"England players misbehavior on Oval pitch - Aug.'13"]
/files/hits/amul-hits-1698.jpg^Women’s empowerment against violence.- Aug.'13^/files/hits/amul-hits-1698.jpg^RAKSHA UNDONE?^RAKSHA UNDONE?^[u"Women\u2019s empowerment against violence.- Aug.'13"]
/files/hits/amul-hits-1697.jpg^Rupee falls to all time low against the dollar.- Aug.'13^/files/hits/amul-hits-1697.jpg^ECONOMY….^ECONOMY….^[u"Rupee falls to all time low against the dollar.- Aug.'13"]
/files/hits/amul-hits-1696.jpg^Usain Bolt makes history. Aug.'13^/files/hits/amul-hits-1696.jpg^Usain,……^Usain,……^[u"Usain Bolt makes history. Aug.'13"]
/files/hits/amul-hits-1695.jpg^Descriptor: Spiralling onion prices.. - Aug.'13^/files/hits/amul-hits-1695.jpg^BHOOKH HAI…..^BHOOKH HAI…..^[u"Descriptor: Spiralling onion prices.. - Aug.'13"]
/files/hits/amul-hits-1694.jpg^Indian Navy submarine disaster - Aug’13^/files/hits/amul-hits-1694.jpg^Sub ki hifazat….^Sub ki hifazat….^[u'Indian Navy submarine disaster - Aug\u201913']
/files/hits/amul-hits-1693.jpg^Descriptor:Violations at the Line of Control - Aug.'13^/files/hits/amul-hits-1693.jpg^Kaash mir…^Kaash mir…^[u"Descriptor:Violations at the Line of Control - Aug.'13"]
/files/hits/amul-hits-1692.jpg^Bollywood blockbuster Chennai Express - Aug.'13^/files/hits/amul-hits-1692.jpg^Bokwaasoffice Hit?^Bokwaasoffice Hit?^[u"Bollywood blockbuster Chennai Express - Aug.'13"]
/files/hits/amul-hits-1691.jpg^England spinner Monty Panesar's drunken antics - Aug.'13^/files/hits/amul-hits-1691.jpg^Dardi pub pub Kardi?^Dardi pub pub Kardi?^[u"England spinner Monty Panesar's drunken antics - Aug.'13"]
/files/hits/amul-hits-1690.jpg^Politician’s poverty remark kicks up a row.– Aug’13^/files/hits/amul-hits-1690.jpg^PAV….^PAV….^[u'Politician\u2019s poverty remark kicks up a row.\u2013 Aug\u201913']
/files/hits/amul-hits-1689.jpg^Politician tweets against Gujaratis living in Mumbai – Aug’13^/files/hits/amul-hits-1689.jpg^RANE BHI DO…^RANE BHI DO…^[u'Politician tweets against Gujaratis living in Mumbai \u2013 Aug\u201913']
/files/hits/amul-hits-1688.jpg^IAS officer suspended for taking on illegal sand mining mafia in Uttar Pradesh-Aug’13^/files/hits/amul-hits-1688.jpg^Kisko mafia kiya^Kisko mafia kiya^[u'IAS officer suspended for taking on illegal sand mining mafia in Uttar Pradesh-Aug\u201913']
/files/hits/amul-hits-1687.jpg^Food Security Bill slated for monsoon session of Parliament today.-Aug’13^/files/hits/amul-hits-1687.jpg^Feud Bill?^Feud Bill?^[u'Food Security Bill slated for monsoon session of Parliament today.-Aug\u201913']
/files/hits/amul-hits-1686.jpg^Formation of new state – Telangana.-Aug’13^/files/hits/amul-hits-1686.jpg^Divide this….^Divide this….^[u'Formation of new state \u2013 Telangana.-Aug\u201913']
/files/hits/amul-hits-1685.jpg^Bollywood blockbuster D-Day-July’13^/files/hits/amul-hits-1685.jpg^B-DAY^B-DAY^[u'Bollywood blockbuster D-Day-July\u201913']
/files/hits/amul-hits-1684.jpg^Inspite of inflation full meal available at Rs.12 ? – July’13^/files/hits/amul-hits-1684.jpg^AAJ KI TAAZA….^AAJ KI TAAZA….^[u'Inspite of inflation full meal available at Rs.12 ? \u2013 July\u201913']
/files/hits/amul-hits-1683.jpg^How safe is the Midday Meal scheme for our children?- July’13^/files/hits/amul-hits-1683.jpg^Hum bulbule…^Hum bulbule…^[u'How safe is the Midday Meal scheme for our children?- July\u201913']
/files/hits/amul-hits-1682.jpg^U.S.Vice President negotiating Mumbai’s potholes!- July’13^/files/hits/amul-hits-1682.jpg^JOE DAR GAYA….^JOE DAR GAYA….^[u'U.S.Vice President negotiating Mumbai\u2019s potholes!- July\u201913']
/files/hits/amul-hits-1681.jpg^Feuding Bollywood stars patch up at Iftar party-July’13^/files/hits/amul-hits-1681.jpg^IFSTAR PARTY?^IFSTAR PARTY?^[u'Feuding Bollywood stars patch up at Iftar party-July\u201913']
/files/hits/amul-hits-1680.jpg^Arrival of British royal baby- July’13^/files/hits/amul-hits-1680.jpg^His Royal Cryness !^His Royal Cryness !^[u'Arrival of British royal baby- July\u201913']
/files/hits/amul-hits-1679.jpg^Politician’s anti-English comments.-July’13^/files/hits/amul-hits-1679.jpg^English Hamari…..^English Hamari…..^[u'Politician\u2019s anti-English comments.-July\u201913']
/files/hits/amul-hits-1678.jpg^Demand for a separate state of Telangana – July’13^/files/hits/amul-hits-1678.jpg^Another Pradesh?^Another Pradesh?^[u'Demand for a separate state of Telangana \u2013 July\u201913']
/files/hits/amul-hits-1677.jpg^Dance bars in Mumbai to reopen.^/files/hits/amul-hits-1677.jpg^Nach Kholiye!^Nach Kholiye!^[u'Dance bars in Mumbai to reopen.']
/files/hits/amul-hits-1676.jpg^Cricket technology in a hot spot!^/files/hits/amul-hits-1676.jpg^Broad and Butter? Eat without Dar!^Broad and Butter? Eat without Dar!^[u'Cricket technology in a hot spot!']
/files/hits/amul-hits-1675.jpg^Supreme Court disallows those behind bars from contesting elections-July’13^/files/hits/amul-hits-1675.jpg^INDIA’S MOST WANTED….^INDIA’S MOST WANTED….^[u'Supreme Court disallows those behind bars from contesting elections-July\u201913']
/files/hits/amul-hits-1674.jpg^RIP Pransaab – July’13^/files/hits/amul-hits-1674.jpg^Yari hai…..^Yari hai…..^[u'RIP Pransaab \u2013 July\u201913']
/files/hits/amul-hits-1673.jpg^Osama played hide and seek games-– July’13^/files/hits/amul-hits-1673.jpg^SABKO TOPI…^SABKO TOPI…^[u'Osama played hide and seek games-\u2013 July\u201913']
/files/hits/amul-hits-1672.jpg^Wishing the Bollywood star a speedy recovery.– July’13^/files/hits/amul-hits-1672.jpg^Jaldi Hritheek…^Jaldi Hritheek…^[u'Wishing the Bollywood star a speedy recovery.\u2013 July\u201913']
/files/hits/amul-hits-1671.jpg^Smile Train patient Pinki tosses the coin at Wimbledon – July’13^/files/hits/amul-hits-1671.jpg^Maska-rahat….^Maska-rahat….^[u'Smile Train patient Pinki tosses the coin at Wimbledon \u2013 July\u201913']
/files/hits/amul-hits-1670.jpg^Murray brings Wimbledon crown back to Britain – July’13^/files/hits/amul-hits-1670.jpg^FINALLY IT’S ENGLANDY!^FINALLY IT’S ENGLANDY!^[u'Murray brings Wimbledon crown back to Britain \u2013 July\u201913']
/files/hits/amul-hits-1669.jpg^Forthcoming release Bhaag Milkha Bhaag^/files/hits/amul-hits-1669.jpg^Drink Milkha. Eat Maska^Drink Milkha. Eat Maska^[u'Forthcoming release Bhaag Milkha Bhaag']
/files/hits/amul-hits-1668.jpg^On U.S whistleblower Edward Snowden.^/files/hits/amul-hits-1668.jpg^Caught in a Snowdenstorm!^Caught in a Snowdenstorm!^[u'On U.S whistleblower Edward Snowden.']
/files/hits/amul-hits-1667.jpg^Embarrassing errors in SSC history text books !^/files/hits/amul-hits-1667.jpg^Historical Hysterical Errors?^Historical Hysterical Errors?^[u'Embarrassing errors in SSC history text books !']
/files/hits/amul-hits-1666.jpg^Hit song from blockbuster, 'yeh jawaani hai deewani'^/files/hits/amul-hits-1666.jpg^Buttermeez Dil!^Buttermeez Dil!^[u"Hit song from blockbuster, 'yeh jawaani hai deewani'"]
/files/hits/amul-hits-1665.jpg^Wimbledon’s top seeds fall early! - June’13^/files/hits/amul-hits-1665.jpg^Game,upset & match^Game,upset & match^[u'Wimbledon\u2019s top seeds fall early! - June\u201913']
/files/hits/amul-hits-1664.jpg^Britain’s Rs.2.75 lac visa bond proposal.- June’13^/files/hits/amul-hits-1664.jpg^BOND’S NOT OK,UK!^BOND’S NOT OK,UK!^[u'Britain\u2019s Rs.2.75 lac visa bond proposal.- June\u201913']
/files/hits/amul-hits-1663.jpg^Controversial renaming of Malabar Hill-Mumbai- June’13^/files/hits/amul-hits-1663.jpg^Malabar Hillao Mat!^Malabar Hillao Mat!^[u'Controversial renaming of Malabar Hill-Mumbai- June\u201913']
/files/hits/amul-hits-1662.jpg^Latest 3D blockbuster – Monsters University- June’13^/files/hits/amul-hits-1662.jpg^MUNCHERS UNIVERISTY^MUNCHERS UNIVERISTY^[u'Latest 3D blockbuster \u2013 Monsters University- June\u201913']
/files/hits/amul-hits-1661.jpg^Army’s valiant rescue operation of Uttarkhand pilgrims- June’13^/files/hits/amul-hits-1661.jpg^Armyogi!^Armyogi!^[u'Army\u2019s valiant rescue operation of Uttarkhand pilgrims- June\u201913']
/files/hits/amul-hits-1660.jpg^India wins the Champions Trophy- June’13^/files/hits/amul-hits-1660.jpg^Chanpi-young’s Trophy^Chanpi-young’s Trophy^[u'India wins the Champions Trophy- June\u201913']
/files/hits/amul-hits-1659.jpg^Tribute to TV and film star James Gandolfini. - June’13^/files/hits/amul-hits-1659.jpg^“ I didn’t just meet you; …..^“ I didn’t just meet you; …..^[u'Tribute to TV and film star James Gandolfini. - June\u201913']
/files/hits/amul-hits-1658.jpg^Madras High Court ruling – pre-marital sex constitutes marriage. - June’13^/files/hits/amul-hits-1658.jpg^Pre – marital snacks!^Pre – marital snacks!^[u'Madras High Court ruling \u2013 pre-marital sex constitutes marriage. - June\u201913']
/files/hits/amul-hits-1657.jpg^Shahrukh Khan and surrogacy- June’13^/files/hits/amul-hits-1657.jpg^Shahrugate baby?^Shahrugate baby?^[u'Shahrukh Khan and surrogacy- June\u201913']
/files/hits/amul-hits-1656.jpg^Monsoon floods create havoc - June’13^/files/hits/amul-hits-1656.jpg^Baadh hua,……^Baadh hua,……^[u'Monsoon floods create havoc - June\u201913']
/files/hits/amul-hits-1655.jpg^Prince Harry & Prince William’s suspected Indian ancestry.– June’13^/files/hits/amul-hits-1655.jpg^Prince Hari?^Prince Hari?^[u'Prince Harry & Prince William\u2019s suspected Indian ancestry.\u2013 June\u201913']
/files/hits/amul-hits-1654.jpg^Political unrest in Instanbul – June’13^/files/hits/amul-hits-1654.jpg^Insanbullied in Istanbul!^Insanbullied in Istanbul!^[u'Political unrest in Instanbul \u2013 June\u201913']
/files/hits/amul-hits-1653.jpg^Indian telegram service to be discontinued after 163 years of service - June'13^/files/hits/amul-hits-1653.jpg^Telegram FULL STOP^Telegram FULL STOP^[u"Indian telegram service to be discontinued after 163 years of service - June'13"]
/files/hits/amul-hits-1652.jpg^BJP MP's bizarre suggestion against girls using mobile^/files/hits/amul-hits-1652.jpg^Mobile Phoney MP!^Mobile Phoney MP!^[u"BJP MP's bizarre suggestion against girls using mobile"]
/files/hits/amul-hits-1651.jpg^Rafael Nadal wins a record eighth French Open.– June’13^/files/hits/amul-hits-1651.jpg^He 8 it !^He 8 it !^[u'Rafael Nadal wins a record eighth French Open.\u2013 June\u201913']
/files/hits/amul-hits-1650.jpg^Raj Kundra under the scanner over IPL betting scandal – June’13^/files/hits/amul-hits-1650.jpg^Raaz Kundra?^Raaz Kundra?^[u'Raj Kundra under the scanner over IPL betting scandal \u2013 June\u201913']
/files/hits/amul-hits-1649.jpg^Controversy regarding Dhoni’s involvement in Rhiti sports - June’13^/files/hits/amul-hits-1649.jpg^Yeh Kaisa Rhiti Revaaj hai?^Yeh Kaisa Rhiti Revaaj hai?^[u'Controversy regarding Dhoni\u2019s involvement in Rhiti sports - June\u201913']
/files/hits/amul-hits-1648.jpg^Controversy on the renewal of lease of the Mahalaxmi race course -Mumbai - June’13^/files/hits/amul-hits-1648.jpg^HAS THE RACE RUN ITS COURSE?^HAS THE RACE RUN ITS COURSE?^[u'Controversy on the renewal of lease of the Mahalaxmi race course -Mumbai - June\u201913']
/files/hits/amul-hits-1647.jpg^Narayan Murthy’s return to the Infosys Board - June’13^/files/hits/amul-hits-1647.jpg^He’s In fo Good!^He’s In fo Good!^[u'Narayan Murthy\u2019s return to the Infosys Board - June\u201913']
/files/hits/amul-hits-1646.jpg^Bookies code names for cricketers- June’13^/files/hits/amul-hits-1646.jpg^Bet name kya hai?^Bet name kya hai?^[u'Bookies code names for cricketers- June\u201913']
/files/hits/amul-hits-1645.jpg^RIP Rituparno Ghosh  - May'13^/files/hits/amul-hits-1645.jpg^“Thou art a soul in bliss” – King Lear^“Thou art a soul in bliss” – King Lear^[u"RIP Rituparno Ghosh  - May'13"]
/files/hits/amul-hits-1644.jpg^Mumbai Corporator’s proposal to ban lingerie clad mannequins. - May'13^/files/hits/amul-hits-1644.jpg^Manna quin?^Manna quin?^[u"Mumbai Corporator\u2019s proposal to ban lingerie clad mannequins. - May'13"]
