

1976
/files/hits/amul-hits-1214.jpg^Mangalamulti molaya^/files/hits/amul-hits-1214.jpg^Mangalamulti molaya^Mangalamulti molaya^[u'Mangalamulti molaya']
/files/hits/amul-hits-1213.jpg^Racing start to the day^/files/hits/amul-hits-1213.jpg^Racing start to the day^Racing start to the day^[u'Racing start to the day']
/files/hits/amul-hits-1212.jpg^Kreamier vs Kreamier^/files/hits/amul-hits-1212.jpg^Kreamier vs Kreamier^Kreamier vs Kreamier^[u'Kreamier vs Kreamier']
/files/hits/amul-hits-1211.jpg^Bitten by the love-Borg^/files/hits/amul-hits-1211.jpg^Bitten by the love-Borg^Bitten by the love-Borg^[u'Bitten by the love-Borg']
/files/hits/amul-hits-1210.jpg^Box-office hit!^/files/hits/amul-hits-1210.jpg^Box-office hit!^Box-office hit!^[u'Box-office hit!']
/files/hits/amul-hits-1209.jpg^Mae she west in peace^/files/hits/amul-hits-1209.jpg^Mae she west in peace^Mae she west in peace^[u'Mae she west in peace']
/files/hits/amul-hits-1208.jpg^Olympack-80^/files/hits/amul-hits-1208.jpg^Olympack-80^Olympack-80^[u'Olympack-80']
/files/hits/amul-hits-1207.jpg^Utterl(I) Butterl(I)^/files/hits/amul-hits-1207.jpg^Utterl(I) Butterl(I)^Utterl(I) Butterl(I)^[u'Utterl(I) Butterl(I)']
/files/hits/amul-hits-1206.jpg^Fuel for vintage models^/files/hits/amul-hits-1206.jpg^Fuel for vintage models^Fuel for vintage models^[u'Fuel for vintage models']


1982

/files/hits/amul-hits-1205.gif^A pun on Sales Tax.^/files/hits/amul-hits-1205.gif^Sales Stacks^Sales Stacks^[u'A pun on Sales Tax.']
/files/hits/amul-hits-1204.gif^Electricity cut in force.^/files/hits/amul-hits-1204.gif^This cut is good for industry^This cut is good for industry^[u'Electricity cut in force.']
/files/hits/amul-hits-1203.gif^On the occassion of International Year of the Child.^/files/hits/amul-hits-1203.gif^The International Cheer of the Child^The International Cheer of the Child^[u'On the occassion of International Year of the Child.']
/files/hits/amul-hits-1202.gif^Topical during a severe winter season.^/files/hits/amul-hits-1202.gif^utter-r-r-ly butter-r-r-ly delicious^utter-r-r-ly butter-r-r-ly delicious^[u'Topical during a severe winter season.']
/files/hits/amul-hits-1201.gif^A comment on Ayatollah Khomeini.^/files/hits/amul-hits-1201.gif^Khao many^Khao many^[u'A comment on Ayatollah Khomeini.']
/files/hits/amul-hits-1200.gif^Indian Airlines regrets the cancellation of its namaste.^/files/hits/amul-hits-1200.gif^Indian Airlines regrets the cancellation of its namaste.^Indian Airlines regrets the cancellation of its namaste.^[u'Indian Airlines regrets the cancellation of its namaste.']
/files/hits/amul-hits-1199.gif^A comment on staking exhibition.^/files/hits/amul-hits-1199.gif^HOLIDAY ON SLICE^HOLIDAY ON SLICE^[u'A comment on staking exhibition.']
/files/hits/amul-hits-1198.gif^Sunil Gavaskar's double century.^/files/hits/amul-hits-1198.gif^Sunil's taste runs in doubles^Sunil's taste runs in doubles^[u"Sunil Gavaskar's double century."]
/files/hits/amul-hits-1197.gif^A comment on famous movie `Godfather'.^/files/hits/amul-hits-1197.gif^The Godmother makes an offer you cannot refuse^The Godmother makes an offer you cannot refuse^[u"A comment on famous movie `Godfather'."]
/files/hits/amul-hits-1196.gif^During the period when FSI was being misused.^/files/hits/amul-hits-1196.gif^This high-rise is in good taste.^This high-rise is in good taste.^[u'During the period when FSI was being misused.']
/files/hits/amul-hits-1195.gif^Strike for increased emoluments.^/files/hits/amul-hits-1195.gif^The Great Bank Hold-up!^The Great Bank Hold-up!^[u'Strike for increased emoluments.']
/files/hits/amul-hits-1194.gif^Bankers' demand for increased Dearness Allowance.^/files/hits/amul-hits-1194.gif^My dearest allowance!^My dearest allowance!^[u"Bankers' demand for increased Dearness Allowance."]
/files/hits/amul-hits-1193.gif^Amul pacifies the protesters for the hoarding captioned ^/files/hits/amul-hits-1193.gif^Urgin our Virgin - accept our peace offerin^Urgin our Virgin - accept our peace offerin^[u'Amul pacifies the protesters for the hoarding captioned "Indian virgin needs no urgin" which was put up earlier.']
/files/hits/amul-hits-1192.gif^During Russian leader's visit to India.^/files/hits/amul-hits-1192.gif^A pat for Alexei^A pat for Alexei^[u"During Russian leader's visit to India."]
/files/hits/amul-hits-1191.gif^Virgin test for Indian women at the airport in London.^/files/hits/amul-hits-1191.gif^Indian virgin needs no urgin'!^Indian virgin needs no urgin'!^[u'Virgin test for Indian women at the airport in London.']
/files/hits/amul-hits-1190.gif^Ho khaiye paav Amulwala^/files/hits/amul-hits-1190.gif^Ho khaiye paav Amulwala^Ho khaiye paav Amulwala^[u'Ho khaiye paav Amulwala']
/files/hits/amul-hits-1189.gif^Margaret Thatcher of the Tory party elected as a first woman Prime Minister of England.^/files/hits/amul-hits-1189.gif^HISTORYC CHOICE^HISTORYC CHOICE^[u'Margaret Thatcher of the Tory party elected as a first woman Prime Minister of England.']
/files/hits/amul-hits-1188.gif^Policemen ask for increase in salary.^/files/hits/amul-hits-1188.gif^Police sir, may I have some more...^Police sir, may I have some more...^[u'Policemen ask for increase in salary.']
/files/hits/amul-hits-1187.gif^Reigning Butter^/files/hits/amul-hits-1187.gif^Reigning Butter^Reigning Butter^[u'Reigning Butter']
/files/hits/amul-hits-1186.gif^Begin with Amul after the Roza fast.^/files/hits/amul-hits-1186.gif^RozAmul Kholna^RozAmul Kholna^[u'Begin with Amul after the Roza fast.']
/files/hits/amul-hits-1185.gif^An English girl married a Calcutta rickshaw-wala.^/files/hits/amul-hits-1185.gif^For Butter or for worse^For Butter or for worse^[u'An English girl married a Calcutta rickshaw-wala.']
/files/hits/amul-hits-1184.gif^The take-care cabinet^/files/hits/amul-hits-1184.gif^The take-care cabinet^The take-care cabinet^[u'The take-care cabinet']
/files/hits/amul-hits-1183.gif^On the occassion of Navratri festival.^/files/hits/amul-hits-1183.gif^Rass the butter please^Rass the butter please^[u'On the occassion of Navratri festival.']
/files/hits/amul-hits-1182.gif^Mr. Patel was the first Indian to be a head-boy at the prestigious Eton School in England.^/files/hits/amul-hits-1182.gif^Head-boy of Eatin^Head-boy of Eatin^[u'Mr. Patel was the first Indian to be a head-boy at the prestigious Eton School in England.']


1983

/files/hits/amul-hits-1181.gif^Strike by resident doctors.^/files/hits/amul-hits-1181.gif^It keeps resident doctors at their residence.^It keeps resident doctors at their residence.^[u'Strike by resident doctors.']
/files/hits/amul-hits-1180.gif^During the telecast of a popular TV serial, with popular actor Arnold, who was a dwarf.^/files/hits/amul-hits-1180.gif^Different Strokes.^Different Strokes.^[u'During the telecast of a popular TV serial, with popular actor Arnold, who was a dwarf.']
/files/hits/amul-hits-1179.gif^McEnroe using abusive language on the tennis court.^/files/hits/amul-hits-1179.gif^Open your mouth for this four letter word^Open your mouth for this four letter word^[u'McEnroe using abusive language on the tennis court.']
/files/hits/amul-hits-1178.gif^The state of affairs in India at that time.^/files/hits/amul-hits-1178.gif^The only bright spot every morning.^The only bright spot every morning.^[u'The state of affairs in India at that time.']
/files/hits/amul-hits-1177.gif^Americans boycott the Moscow Olympics.^/files/hits/amul-hits-1177.gif^How to pull out and still get the gold^How to pull out and still get the gold^[u'Americans boycott the Moscow Olympics.']
/files/hits/amul-hits-1176.gif^Climbing a mountain summit without oxygen^/files/hits/amul-hits-1176.gif^Topping performance.^Topping performance.^[u'Climbing a mountain summit without oxygen']
/files/hits/amul-hits-1175.gif^Congress (I)'s advertising blitz.^/files/hits/amul-hits-1175.gif^I)-catching advertising.^I)-catching advertising.^[u"Congress (I)'s advertising blitz."]
/files/hits/amul-hits-1174.gif^Souyuz - Cosmonaut in space.^/files/hits/amul-hits-1174.gif^Salyut'ing the aste that's out of this world^Salyut'ing the aste that's out of this world^[u'Souyuz - Cosmonaut in space.']
/files/hits/amul-hits-1173.gif^En a dual way it's supreme in every assemply.^/files/hits/amul-hits-1173.gif^En a dual way it's supreme in every assemply.^En a dual way it's supreme in every assemply.^[u"En a dual way it's supreme in every assemply."]
/files/hits/amul-hits-1172.gif^Extended Rajya Sabha term^/files/hits/amul-hits-1172.gif^It continues it's Rajya in every Sabha.^It continues it's Rajya in every Sabha.^[u'Extended Rajya Sabha term']
/files/hits/amul-hits-1171.gif^Dustin Hoffman plays the role of a woman.^/files/hits/amul-hits-1171.gif^Toothsome.^Toothsome.^[u'Dustin Hoffman plays the role of a woman.']
/files/hits/amul-hits-1170.gif^Soft budget which pleased all sections of the society.^/files/hits/amul-hits-1170.gif^Like the Union Budget it pleases everyone^Like the Union Budget it pleases everyone^[u'Soft budget which pleased all sections of the society.']
/files/hits/amul-hits-1169.gif^Amul woos the bread of loaf.^/files/hits/amul-hits-1169.gif^The bread winner.^The bread winner.^[u'Amul woos the bread of loaf.']
/files/hits/amul-hits-1168.gif^Film on wild-life.^/files/hits/amul-hits-1168.gif^ANMUL MAGNETISM^ANMUL MAGNETISM^[u'Film on wild-life.']
/files/hits/amul-hits-1167.gif^On the Mid-term polls.^/files/hits/amul-hits-1167.gif^People's choice for the mid `tum' poll.,^People's choice for the mid `tum' poll.,^[u'On the Mid-term polls.']
/files/hits/amul-hits-1166.gif^During the film festival called Filmutsav '84^/files/hits/amul-hits-1166.gif^Amultosav 84^Amultosav 84^[u"During the film festival called Filmutsav '84"]
/files/hits/amul-hits-1165.gif^Sunil Gavaskar's Amul hoarding record.^/files/hits/amul-hits-1165.gif^Sunil's world record! He's been featured with me 5 times^Sunil's world record! He's been featured with me 5 times^[u"Sunil Gavaskar's Amul hoarding record."]
/files/hits/amul-hits-1164.gif^Christmas time and Amul.^/files/hits/amul-hits-1164.gif^I'm dreaming of a bite Christmas^I'm dreaming of a bite Christmas^[u'Christmas time and Amul.']
/files/hits/amul-hits-1163.gif^During the period of acute coin shortage faced by BEST bus conductors.^/files/hits/amul-hits-1163.gif^No change from the BEST.^No change from the BEST.^[u'During the period of acute coin shortage faced by BEST bus conductors.']
/files/hits/amul-hits-1162.gif^Commonwealth meeting in India at Goa.^/files/hits/amul-hits-1162.gif^Uncommon wealth.^Uncommon wealth.^[u'Commonwealth meeting in India at Goa.']
/files/hits/amul-hits-1161.gif^West Indies cricketer Mr. D.L. Haynes handled the ball to avoid it hitting the wicket^/files/hits/amul-hits-1161.gif^Haynes' forth handle only this.^Haynes' forth handle only this.^[u'West Indies cricketer Mr. D.L. Haynes handled the ball to avoid it hitting the wicket']
/files/hits/amul-hits-1160.gif^Diwali festival & Amul Butter^/files/hits/amul-hits-1160.gif^The centre of a festiv`eat'y.^The centre of a festiv`eat'y.^[u'Diwali festival & Amul Butter']
/files/hits/amul-hits-1159.gif^Sunil Gavaskar's quick century in succession^/files/hits/amul-hits-1159.gif^Don' of a Sunny era. Easy^Don' of a Sunny era. Easy^[u"Sunil Gavaskar's quick century in succession"]
/files/hits/amul-hits-1158.gif^Sunil Gavaskar's century against West Indies in Delhi.^/files/hits/amul-hits-1158.gif^Don't of a Sunny era.^Don't of a Sunny era.^[u"Sunil Gavaskar's century against West Indies in Delhi."]
/files/hits/amul-hits-1157.gif^Japan's Prime Minister implicated in Industrial bribes.^/files/hits/amul-hits-1157.gif^A yen for this velly safe pay-off implicated.^A yen for this velly safe pay-off implicated.^[u"Japan's Prime Minister implicated in Industrial bribes."]
/files/hits/amul-hits-1156.gif^Arab jewels found in a London bank's locker.^/files/hits/amul-hits-1156.gif^Crown `Chew'ells found.^Crown `Chew'ells found.^[u"Arab jewels found in a London bank's locker."]
/files/hits/amul-hits-1155.gif^During the period when shoot-outs was a phenomenon in Bombay courts.^/files/hits/amul-hits-1155.gif^It's trial is safe even in Bombay courts.^It's trial is safe even in Bombay courts.^[u'During the period when shoot-outs was a phenomenon in Bombay courts.']
/files/hits/amul-hits-1154.gif^Amul & Durga Pooja festivity^/files/hits/amul-hits-1154.gif^Bengali Topical^Bengali Topical^[u'Amul & Durga Pooja festivity']
/files/hits/amul-hits-1153.gif^INSAT-1's initial problems regarding opening of its flaps.^/files/hits/amul-hits-1153.gif^These flaps open easily.^These flaps open easily.^[u"INSAT-1's initial problems regarding opening of its flaps."]
/files/hits/amul-hits-1152.gif^Princess Di reviewing the British Fleet.^/files/hits/amul-hits-1152.gif^The face that lunched a thousand ships.^The face that lunched a thousand ships.^[u'Princess Di reviewing the British Fleet.']
/files/hits/amul-hits-1151.gif^Amul & the festival of Lord Ganpati.^/files/hits/amul-hits-1151.gif^Mangal `Amul' ti Molya.^Mangal `Amul' ti Molya.^[u'Amul & the festival of Lord Ganpati.']
/files/hits/amul-hits-1150.gif^Prime Minister, Mrs. Gandhi's Thursday business dinner with Members of the Parliament.^/files/hits/amul-hits-1150.gif^Use maska for successful Thursday dinners.^Use maska for successful Thursday dinners.^[u"Prime Minister, Mrs. Gandhi's Thursday business dinner with Members of the Parliament."]
/files/hits/amul-hits-1149.gif^Cloud seeding experiment to get rains.^/files/hits/amul-hits-1149.gif^Here's how rain is stopped.^Here's how rain is stopped.^[u'Cloud seeding experiment to get rains.']
/files/hits/amul-hits-1148.gif^Police commissioner Mr. Julio Ribeiro's crack down on betting parlours.^/files/hits/amul-hits-1148.gif^Does Commissioner Ribeiro encourage Maskadens?^Does Commissioner Ribeiro encourage Maskadens?^[u"Police commissioner Mr. Julio Ribeiro's crack down on betting parlours."]
/files/hits/amul-hits-1147.gif^John McEnroe winning the Wimbledon.^/files/hits/amul-hits-1147.gif^Maakhan roz khana^Maakhan roz khana^[u'John McEnroe winning the Wimbledon.']
/files/hits/amul-hits-1146.gif^CIA accuses Shri Morarji Desai of corruption.^/files/hits/amul-hits-1146.gif^Let Confused International Authors eat their words.^Let Confused International Authors eat their words.^[u'CIA accuses Shri Morarji Desai of corruption.']


1986

/files/hits/amul-hits-1145.jpg^The Pakistani cricketer Mansur Ilahi in great form.^/files/hits/amul-hits-1145.jpg^Wahi hota hai jo Manzure Ilahi hota hai.^Wahi hota hai jo Manzure Ilahi hota hai.^[u'The Pakistani cricketer Mansur Ilahi in great form.']
/files/hits/amul-hits-1144.jpg^During the time when a film on Shrelock Holms was being screened.^/files/hits/amul-hits-1144.jpg^In all Holmes Amul's elementary, my dear.^In all Holmes Amul's elementary, my dear.^[u'During the time when a film on Shrelock Holms was being screened.']
/files/hits/amul-hits-1143.jpg^Return of Shri Sharad Pawar as Chief Minister of Maharashtra.^/files/hits/amul-hits-1143.jpg^Amul's (s) a `Pawar'ful bond.^Amul's (s) a `Pawar'ful bond.^[u'Return of Shri Sharad Pawar as Chief Minister of Maharashtra.']
/files/hits/amul-hits-1142.jpg^Film censorship issue.^/files/hits/amul-hits-1142.jpg^Makhan Chor.^Makhan Chor.^[u'Film censorship issue.']
/files/hits/amul-hits-1141.jpg^VIP security at Rajghat^/files/hits/amul-hits-1141.jpg^Guard well this very important platter.^Guard well this very important platter.^[u'VIP security at Rajghat']
/files/hits/amul-hits-1140.jpg^Everyone wins with Amul.^/files/hits/amul-hits-1140.jpg^Everyone wins with Amul.^Everyone wins with Amul.^[u'Everyone wins with Amul.']
/files/hits/amul-hits-1139.jpg^Political party's dissidence during V.P. Singh's era.^/files/hits/amul-hits-1139.jpg^Dissidunce is not knowing which side the bread's buttered.^Dissidunce is not knowing which side the bread's buttered.^[u"Political party's dissidence during V.P. Singh's era."]
/files/hits/amul-hits-1138.jpg^NAM summit held in India during the tenure of Prime Minister, Rajiv Gandhi.^/files/hits/amul-hits-1138.jpg^India's favourite vanishing trick., What's in a NAM?^India's favourite vanishing trick., What's in a NAM?^[u'NAM summit held in India during the tenure of Prime Minister, Rajiv Gandhi.']
/files/hits/amul-hits-1137.jpg^Magician, P.C. Soroar, demonstarating Amul's popularity.^/files/hits/amul-hits-1137.jpg^and turns golden thereafter.^and turns golden thereafter.^[u"Magician, P.C. Soroar, demonstarating Amul's popularity."]
/files/hits/amul-hits-1136.jpg^Celebrating 40 years of India's Independece.^/files/hits/amul-hits-1136.jpg^Life begins at 40^Life begins at 40^[u"Celebrating 40 years of India's Independece."]
/files/hits/amul-hits-1135.jpg^Indian grandmaster Vishwanath Anand at the Chess board with Amul.^/files/hits/amul-hits-1135.jpg^Vishwa's most Anand comes from making the right move.^Vishwa's most Anand comes from making the right move.^[u'Indian grandmaster Vishwanath Anand at the Chess board with Amul.']
/files/hits/amul-hits-1134.jpg^Issue on national unity.^/files/hits/amul-hits-1134.jpg^Divided we fall.^Divided we fall.^[u'Issue on national unity.']
/files/hits/amul-hits-1133.jpg^Pat Cash beats Ivan Lendl to win the Wimbeldon.^/files/hits/amul-hits-1133.jpg^Hard cash's better than Czech.^Hard cash's better than Czech.^[u'Pat Cash beats Ivan Lendl to win the Wimbeldon.']
/files/hits/amul-hits-1132.jpg^Devi Lal, Bajan Lal and Bansi Lal in a three cornered election in Haryana.^/files/hits/amul-hits-1132.jpg^Devi ke Bhajan ki Bansi baje.^Devi ke Bhajan ki Bansi baje.^[u'Devi Lal, Bajan Lal and Bansi Lal in a three cornered election in Haryana.']
/files/hits/amul-hits-1131.jpg^The popular TV serial, Khandan telecast on National Network every Tuesday and Saturday.^/files/hits/amul-hits-1131.jpg^Some things can still be enjoyed on Tuesdays and Saturdays.^Some things can still be enjoyed on Tuesdays and Saturdays.^[u'The popular TV serial, Khandan telecast on National Network every Tuesday and Saturday.']
/files/hits/amul-hits-1130.jpg^Power cut situation in Bombay.^/files/hits/amul-hits-1130.jpg^Take this cut for power.^Take this cut for power.^[u'Power cut situation in Bombay.']
/files/hits/amul-hits-1129.jpg^The Bofors issue.^/files/hits/amul-hits-1129.jpg^Out of commission?^Out of commission?^[u'The Bofors issue.']
/files/hits/amul-hits-1128.jpg^These Fairpacks are worth investing.^/files/hits/amul-hits-1128.jpg^These Fairpacks are worth investing.^These Fairpacks are worth investing.^[u'These Fairpacks are worth investing.']
/files/hits/amul-hits-1127.jpg^Election time.^/files/hits/amul-hits-1127.jpg^Common choice for all assemblies.^Common choice for all assemblies.^[u'Election time.']
/files/hits/amul-hits-1126.jpg^Amul's congratulation to Sunil Gavaskar.^/files/hits/amul-hits-1126.jpg^A toast to the `little' master.^A toast to the `little' master.^[u"Amul's congratulation to Sunil Gavaskar."]
/files/hits/amul-hits-1125.jpg^Doordarshan introduces the Breakfast TV show every morning.^/files/hits/amul-hits-1125.jpg^Make breakfast a better meal than dinner.^Make breakfast a better meal than dinner.^[u'Doordarshan introduces the Breakfast TV show every morning.']
/files/hits/amul-hits-1124.jpg^Pakistan President Gen. Zia's visit to India.^/files/hits/amul-hits-1124.jpg^Pyaar se Zia bhar aye.^Pyaar se Zia bhar aye.^[u"Pakistan President Gen. Zia's visit to India."]
/files/hits/amul-hits-1123.jpg^Sunil Gavaskar did not go on a tour. Caught enjoying butter at home.^/files/hits/amul-hits-1123.jpg^The real reason for staying home.^The real reason for staying home.^[u'Sunil Gavaskar did not go on a tour. Caught enjoying butter at home.']
/files/hits/amul-hits-1122.jpg^Transfer of official secretaries by the government.^/files/hits/amul-hits-1122.jpg^Even for senior officials this service is permanent.^Even for senior officials this service is permanent.^[u'Transfer of official secretaries by the government.']
